species_id,park_name,category,order,family,scientific_name,common_names,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_float,first_common_name
BADL-1265,Badlands National Park,Bird,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Olive-Sided Flycatcher
BADL-1268,Badlands National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Willow Flycatcher
BADL-1279,Badlands National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Great Blue Heron
BADL-1280,Badlands National Park,Bird,Pelecaniformes,Ardeidae,Botaurus lentiginosus,American Bittern,Approved,Present,Native,Rare,Migratory,Species of Concern,False,American Bittern
BADL-1282,Badlands National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,"Black-Crowned Night Heron, Black-Crowned Night-Heron",Approved,Present,Native,Uncommon,,Species of Concern,False,Black-Crowned Night Heron
BADL-1283,Badlands National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,American White Pelican
BADL-1288,Badlands National Park,Bird,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Common,Breeder,Species of Concern,False,Downy Woodpecker
BADL-1290,Badlands National Park,Bird,Piciformes,Picidae,Sphyrapicus varius,Yellow-Bellied Sapsucker,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Yellow-Bellied Sapsucker
BADL-1291,Badlands National Park,Bird,Podicipediformes,Podicipedidae,Aechmophorus occidentalis,Western Grebe,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Western Grebe
BADL-1295,Badlands National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Short-Eared Owl
BADL-1296,Badlands National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Long-Eared Owl
BADL-1302,Badlands National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Present,Native,Rare,,Species of Concern,False,Double-Crested Cormorant
BADL-1333,Badlands National Park,Fish,Cypriniformes,Cyprinidae,Hybognathus argyritis,Western Silver Minnow,Approved,Present,Native,Unknown,,Species of Concern,False,Western Silver Minnow
BADL-1335,Badlands National Park,Fish,Cypriniformes,Cyprinidae,Hybognathus placitus,Plains Minnow,Approved,Present,Native,Unknown,,Species of Concern,False,Plains Minnow
BADL-1340,Badlands National Park,Fish,Cypriniformes,Cyprinidae,Platygobio gracilis,Flathead Chub,Approved,Present,Native,Unknown,,Species of Concern,False,Flathead Chub
BADL-1592,Badlands National Park,Vascular Plant,Caryophyllales,Nyctaginaceae,Mirabilis nyctaginea,"Heartleaf Four O'Clock, Heart-Leaf Four-O'Clock, Heartleaf Four-O'Clock, Heart-Leaved Four O'Clock, Wild Four-O'Clock",Approved,Present,Native,Uncommon,,Species of Concern,False,Heartleaf Four O'Clock
BADL-1599,Badlands National Park,Vascular Plant,Caryophyllales,Polygonaceae,Eriogonum visheri,"Visher's Buckwheat, Visher's Wild Buckwheat",Approved,Present,Native,Rare,,Species of Concern,False,Visher's Buckwheat
BADL-1915,Badlands National Park,Vascular Plant,Ranunculales,Ranunculaceae,Myosurus minimus,Tiny Mousetail,Approved,Present,Native,Uncommon,,Species of Concern,False,Tiny Mousetail
BADL-2097,Badlands National Park,Insect,Lepidoptera,Hesperiidae,Atrytone arogos arogos,"Butterfly, Arogos Skipper",In Review,Present,,,,Species of Concern,False,Butterfly
BADL-2176,Badlands National Park,Insect,Lepidoptera,Nymphalidae,Speyeria idalia,"Butterfly, Regal Fritillary",In Review,Present,,,,Under Review,False,Butterfly
BIBE-1003,Big Bend National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis,Bighorn Sheep,Approved,Present,Native,Rare,Resident,Species of Concern,False,Bighorn Sheep
BIBE-1009,Big Bend National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Coyote
BIBE-1010,Big Bend National Park,Mammal,Carnivora,Canidae,Canis lupus,Gray Wolf,Approved,Present,Native,Unknown,Resident,Endangered,False,Gray Wolf
BIBE-1022,Big Bend National Park,Mammal,Carnivora,Mustelidae,Taxidea taxus,American Badger,Approved,Present,Native,Unknown,Resident,Species of Concern,False,American Badger
BIBE-1023,Big Bend National Park,Mammal,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Ringtail
BIBE-1028,Big Bend National Park,Mammal,Chiroptera,Molossidae,Nyctinomops femorosaccus,Pocketed Free-Tailed Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Pocketed Free-Tailed Bat
BIBE-1029,Big Bend National Park,Mammal,Chiroptera,Molossidae,Nyctinomops macrotis,Big Free-Tailed Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Big Free-Tailed Bat
BIBE-1032,Big Bend National Park,Mammal,Chiroptera,Phyllostomidae,Leptonycteris nivalis,Mexican Long-Nosed Bat,Approved,Present,Native,Unknown,Resident,Endangered,False,Mexican Long-Nosed Bat
BIBE-1033,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,Pallid Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Pallid Bat
BIBE-1035,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Big Brown Bat
BIBE-1036,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Euderma maculatum,Spotted Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Spotted Bat
BIBE-1037,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Silver-Haired Bat
BIBE-1041,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,California Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,False,California Myotis
BIBE-1043,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,Fringed Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Fringed Myotis
BIBE-1044,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Myotis velifer,Cave Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Cave Myotis
BIBE-1045,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,Long-Legged Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Long-Legged Myotis
BIBE-1046,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,Yuma Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Yuma Myotis
BIBE-1047,Big Bend National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,Western Pipistrelle,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Western Pipistrelle
BIBE-1072,Big Bend National Park,Mammal,Rodentia,Cricetidae,Sigmodon ochrognathus,Yellow-Nosed Cotton Rat,Approved,Present,Native,Unknown,Resident,Species of Concern,False,Yellow-Nosed Cotton Rat
BIBE-1089,Big Bend National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Approved,Present,Native,Common,Breeder,Species of Concern,False,Cooper's Hawk
BIBE-1091,Big Bend National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Sharp-Shinned Hawk
BIBE-1092,Big Bend National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Golden Eagle
BIBE-1097,Big Bend National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Rare,Resident,Species of Concern,False,Rough-Legged Hawk
BIBE-1098,Big Bend National Park,Bird,Accipitriformes,Accipitridae,Buteo lineatus,Red-Shouldered Hawk,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Red-Shouldered Hawk
BIBE-1104,Big Bend National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Northern Harrier
BIBE-1105,Big Bend National Park,Bird,Accipitriformes,Accipitridae,Elanoides forficatus,Swallow-Tailed Kite,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Swallow-Tailed Kite
BIBE-1106,Big Bend National Park,Bird,Accipitriformes,Accipitridae,Elanus leucurus,White-Tailed Kite,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,White-Tailed Kite
BIBE-1107,Big Bend National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Occasional,Vagrant,In Recovery,False,Bald Eagle
BIBE-1109,Big Bend National Park,Bird,Accipitriformes,Accipitridae,Parabuteo unicinctus,Harris's Hawk,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Harris's Hawk
BIBE-1110,Big Bend National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Abundant,Breeder,Species of Concern,False,Turkey Vulture
BIBE-1112,Big Bend National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Osprey
BIBE-1123,Big Bend National Park,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Lesser Scaup
BIBE-1152,Big Bend National Park,Bird,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird,Approved,Present,Native,Common,Migratory,Species of Concern,False,Rufous Hummingbird
BIBE-1153,Big Bend National Park,Bird,Apodiformes,Trochilidae,Stellula calliope,Calliope Hummingbird,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Calliope Hummingbird
BIBE-1156,Big Bend National Park,Bird,Caprimulgiformes,Caprimulgidae,Chordeiles acutipennis,Lesser Nighthawk,Approved,Present,Native,Abundant,Breeder,Species of Concern,False,Lesser Nighthawk
BIBE-1160,Big Bend National Park,Bird,Charadriiformes,Laridae,Chlidonias niger,Black Tern,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Black Tern
BIBE-1161,Big Bend National Park,Bird,Charadriiformes,Laridae,Larus atricilla,Laughing Gull,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Laughing Gull
BIBE-1166,Big Bend National Park,Bird,Charadriiformes,Laridae,Sterna antillarum,Least Tern,Approved,Present,Native,Rare,Vagrant,Endangered,False,Least Tern
BIBE-1172,Big Bend National Park,Bird,Charadriiformes,Scolopacidae,Bartramia longicauda,Upland Sandpiper,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Upland Sandpiper
BIBE-1181,Big Bend National Park,Bird,Charadriiformes,Scolopacidae,Numenius phaeopus,Whimbrel,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Whimbrel
BIBE-1193,Big Bend National Park,Bird,Columbiformes,Columbidae,Patagioenas fasciata,Band-Tailed Pigeon,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Band-Tailed Pigeon
BIBE-1199,Big Bend National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,Approved,Present,Native,Common,Breeder,Threatened,False,Yellow-Billed Cuckoo
BIBE-1200,Big Bend National Park,Bird,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Black-Billed Cuckoo,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Black-Billed Cuckoo
BIBE-1204,Big Bend National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Merlin
BIBE-1206,Big Bend National Park,Bird,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Approved,Present,Native,Rare,Breeder,Species of Concern,False,Prairie Falcon
BIBE-1207,Big Bend National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Common,Breeder,Species of Concern,False,Peregrine Falcon
BIBE-1213,Big Bend National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,Common Loon,Approved,Present,Native,Occasional,Resident,Species of Concern,False,Common Loon
BIBE-1215,Big Bend National Park,Bird,Gruiformes,Rallidae,Coturnicops noveboracensis,Yellow Rail,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,Yellow Rail
BIBE-1220,Big Bend National Park,Bird,Gruiformes,Rallidae,Rallus elegans,King Rail,Approved,Present,Native,Occasional,Vagrant,Species of Concern,False,King Rail
BIBE-1241,Big Bend National Park,Bird,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,Approved,Present,Native,Common,Breeder,Species of Concern,False,Summer Tanager
BIBE-1243,Big Bend National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Brown Creeper
BIBE-1251,Big Bend National Park,Bird,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,Approved,Present,Native,Occasional,Migratory,Species of Concern,False,Pinyon Jay
BIBE-1255,Big Bend National Park,Bird,Passeriformes,Emberizidae,Aimophila cassinii,Cassin's Sparrow,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Cassin's Sparrow
BIBE-1259,Big Bend National Park,Bird,Passeriformes,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Grasshopper Sparrow
BIBE-1260,Big Bend National Park,Bird,Passeriformes,Emberizidae,Amphispiza belli,Sage Sparrow,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Sage Sparrow
BIBE-1267,Big Bend National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Common,Resident,Species of Concern,False,Lincoln's Sparrow
BIBE-1272,Big Bend National Park,Bird,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,Approved,Present,Native,Common,Resident,Species of Concern,False,Green-Tailed Towhee
BIBE-1276,Big Bend National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Common,Resident,Species of Concern,False,Brewer's Sparrow
BIBE-1288,Big Bend National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Red Crossbill
BIBE-1295,Big Bend National Park,Bird,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Rare,Migratory,Species of Concern,False,Purple Martin
BIBE-1296,Big Bend National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Bank Swallow
BIBE-1298,Big Bend National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Tree Swallow
BIBE-1317,Big Bend National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Common,Breeder,Species of Concern,False,Loggerhead Shrike
BIBE-1320,Big Bend National Park,Bird,Passeriformes,Mimidae,Oreoscoptes montanus,Sage Thrasher,Approved,Present,Native,Uncommon,Resident,Species of Concern,False,Sage Thrasher
BIBE-1321,Big Bend National Park,Bird,Passeriformes,Mimidae,Toxostoma crissale,Crissal Thrasher,Approved,Present,Native,Common,Breeder,Species of Concern,False,Crissal Thrasher
BIBE-1326,Big Bend National Park,Bird,Passeriformes,Motacillidae,Anthus spragueii,Sprague's Pipit,Approved,Present,Native,Rare,Resident,Under Review,False,Sprague's Pipit
BIBE-1334,Big Bend National Park,Bird,Passeriformes,Parulidae,Dendroica chrysoparia,Golden-Cheeked Warbler,Approved,Present,Native,Rare,Migratory,Endangered,False,Golden-Cheeked Warbler
BIBE-1354,Big Bend National Park,Bird,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Present,Native,Common,Breeder,Species of Concern,False,Yellow-Breasted Chat
BIBE-1361,Big Bend National Park,Bird,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,Approved,Present,Native,Common,Migratory,Species of Concern,False,Macgillivray's Warbler
BIBE-1373,Big Bend National Park,Bird,Passeriformes,Parulidae,Vermivora chrysoptera,Golden-Winged Warbler,Approved,Present,Native,Rare,Migratory,Under Review,False,Golden-Winged Warbler
BIBE-1377,Big Bend National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Present,Native,Common,Migratory,Species of Concern,False,Nashville Warbler
BIBE-1380,Big Bend National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Common,Migratory,Species of Concern,False,Wilson's Warbler
BIBE-1385,Big Bend National Park,Bird,Passeriformes,Ptilogonatidae,Phainopepla nitens,Phainopepla,Approved,Present,Native,Uncommon,Breeder,Species of Concern,False,Phainopepla
BIBE-1393,Big Bend National Park,Bird,Passeriformes,Troglodytidae,Campylorhynchus brunneicapillus,Cactus Wren,Approved,Present,Native,Abundant,Breeder,Species of Concern,False,Cactus Wren
BIBE-1411,Big Bend National Park,Bird,Passeriformes,Turdidae,Sialia mexicana,Western Bluebird,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Western Bluebird
BIBE-1416,Big Bend National Park,Bird,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,Approved,Present,Native,Uncommon,Migratory,Species of Concern,False,Olive-Sided Flycatcher
